ID Produk,Nama Produk,Brand,Kategori,Subkategori,Deskripsi Teks (Untuk Embeddings),Harga (Untuk Filter Metadata),URL Produk (Tautan Pembelian),url_gambar
PROD-409,Raincoat Naturehike Seal Hotpress PVC Balon,Naturehike,Apparel/Outdoor,Raincoat,"Produk Raincoat Naturehike Seal Hotpress PVC Balon dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Didesain dengan potongan fit-ergonomis yang memiliki ventilasi udara ketiak (pit-zips) untuk meminimalkan pengembunan atau efek gerah di dalam jas hujan saat Anda aktif bergerak. Perlindungan wajib yang harus selalu siap di bagian atas tas carrier untuk mengantisipasi perubahan cuaca ekstrem yang tiba-tiba terjadi di tengah hutan. Dengan memilih perlengkapan dari Naturehike, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",292000,https://www.outdoorgear.id/produk/raincoat-naturehike-seal-hotpress-pvc-balon-prod-409,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-410,Celana Avtech Stretch Quickdry,Avtech,Apparel/Outdoor,Celana,"Produk Celana Avtech Stretch Quickdry dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi teknologi water repellent (cipratan air tidak langsung merembes) dan fitur konvertibel (bisa diubah menjadi celana pendek menggunakan ritsleting lutut). Sangat direkomendasikan untuk pendakian teknis yang membutuhkan banyak gerakan fisik berat seperti melewati semak belukar atau memanjat tebing berbatu. Sebagai salah satu rilisan unggulan, Avtech berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",255000,https://www.outdoorgear.id/produk/celana-avtech-stretch-quickdry-prod-410,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-411,Sleeping Bag Avtech Mumi Ringan,Avtech,Equipment/Camping,Sleeping Bag,"Produk Sleeping Bag Avtech Mumi Ringan dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan lapisan luar Ripstop Nylon dwr dan insulasi dacron hollow fiber tebal yang mampu menjamin kenyamanan tidur pada suhu limit 5 hingga 0 derajat Celcius. Sangat pas dipadukan dengan matras foam atau inflatable untuk menciptakan sistem tidur luar ruangan yang hangat dan senyaman kasur di rumah. Dengan memilih perlengkapan dari Avtech, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",350000,https://www.outdoorgear.id/produk/sleeping-bag-avtech-mumi-ringan-prod-411,https://tse1.mm.bing.net/th/id/OIP.JAY4I_5esbYmuBARIgs1bAHaHa?pid=Api&P=0&h=180
PROD-412,Jaket Patagonia Waterproof Windbreaker,Patagonia,Apparel/Outdoor,Jaket,"Produk Jaket Patagonia Waterproof Windbreaker dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun dengan membran breathable tahan air (Gore-Tex technology) yang efektif mengusir angin malam pegunungan namun tetap membuang uap panas tubuh keluar dengan efisien. Desainnya yang trendi membuat jaket ini tetap cocok digunakan untuk aktivitas kasual sehari-hari maupun nongkrong di malam hari tanpa kehilangan fungsi teknisnya. Sebagai salah satu rilisan unggulan, Patagonia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",369000,https://www.outdoorgear.id/produk/jaket-patagonia-waterproof-windbreaker-prod-412,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-413,Headlamp Patagonia Waterproof IPX4 High Lumens,Patagonia,Equipment/Lighting,Headlamp,"Produk Headlamp Patagonia Waterproof IPX4 High Lumens dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan baterai lithium rechargeable yang tahan hingga 40 jam pada mode hemat, serta memiliki sertifikasi IPX6 tahan siraman hujan lebat dari segala arah. Desainnya yang kokoh dan tahan air memberikan ketenangan pikiran saat Anda harus menembus kegelapan di bawah guyuran hujan lebat pegunungan. Dengan memilih perlengkapan dari Patagonia, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",154000,https://www.outdoorgear.id/produk/headlamp-patagonia-waterproof-ipx4-high-lumens-prod-413,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-414,Tracking Pole Consina Teleskopik 3 Section Antishock,Consina,Equipment/Outdoor,Tracking Pole,Produk Tracking Pole Consina Teleskopik 3 Section Antishock dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Alat bantu esensial bagi pendaki yang menempuh jalur panjang guna menghemat energi otot kaki dan membagi kerja tumpuan ke otot tangan secara efisien. Produk original dari Consina ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,143000,https://www.outdoorgear.id/produk/tracking-pole-consina-teleskopik-3-section-antishock-prod-414,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-415,Tracking Pole Marmot Flip Lock Antishock,Marmot,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Marmot Flip Lock Antishock dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Mudah disesuaikan panjangnya untuk berbagai postur tubuh pendaki, menjadikannya investasi peralatan outdoor jangka panjang yang sangat fungsional. Dengan memilih perlengkapan dari Marmot, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",271000,https://www.outdoorgear.id/produk/tracking-pole-marmot-flip-lock-antishock-prod-415,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-416,Botol Minum Thermal Consina 1 Liter Stainless 304,Consina,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Consina 1 Liter Stainless 304 dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mampu mempertahankan suhu air panas hingga 12 jam dan air es dingin hingga 24 jam tanpa menimbulkan kondensasi atau embun di permukaan luar botol. Sangat membantu untuk menyimpan suplai air hangat atau kopi panas di malam hari, memberikan kenyamanan instan saat suhu sekitar mulai menusuk tulang. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",206000,https://www.outdoorgear.id/produk/botol-minum-thermal-consina-1-liter-stainless-304-prod-416,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-417,Pisau Lipat Consina Tactical Gear Multi-tool,Consina,Equipment/Tools,Pisau Lipat,"Produk Pisau Lipat Consina Tactical Gear Multi-tool dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menampilkan bilah pisau berbahan baja karbon tinggi (High-Carbon Stainless Steel) yang mempertahankan ketajaman dalam waktu lama dan sangat mudah diasah kembali di lapangan. Menawarkan keandalan mekanis tingkat tinggi bagi pemancing, pemburu, pendaki gunung, maupun penggiat bushcraft yang membutuhkan alat potong presisi. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",231000,https://www.outdoorgear.id/produk/pisau-lipat-consina-tactical-gear-multi-tool-prod-417,https://down-id.img.susercontent.com/file/id-11134207-7r991-m0b3h765tyl234
PROD-418,Topi Rimba Arei UV Protection With Neck Flap,Arei,Apparel/Outdoor,Topi Rimba,Produk Topi Rimba Arei UV Protection With Neck Flap dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Ripstop ultra-ringan yang tahan sobek serta dilengkapi teknologi Omni-Shade UPF 50+ untuk perlindungan maksimal dari sengatan sinar ultraviolet matahari tropis. Rekomendasi terbaik untuk menjaga kenyamanan pandangan mata dan melindungi kulit wajah dari bahaya sunburn selama perjalanan lintas alam harian. Produk original dari Arei ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,68000,https://www.outdoorgear.id/produk/topi-rimba-arei-uv-protection-with-neck-flap-prod-418,https://down-id.img.susercontent.com/file/id-11134207-7r991-lm8ie3iy90ac50
PROD-419,Botol Minum Thermal Osprey 1 Liter Vacuum Insulated,Osprey,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Osprey 1 Liter Vacuum Insulated dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mampu mempertahankan suhu air panas hingga 12 jam dan air es dingin hingga 24 jam tanpa menimbulkan kondensasi atau embun di permukaan luar botol. Konstruksinya yang kokoh menjamin umur pakai yang panjang, siap menemani petualangan ekstrem Anda melintasi berbagai medan alam liar. Produk original dari Osprey ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",136000,https://www.outdoorgear.id/produk/botol-minum-thermal-osprey-1-liter-vacuum-insulated-prod-419,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-420,Sandal Gunung Quechua Casual Outdoor Ergonomic Sole,Quechua,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Quechua Casual Outdoor Ergonomic Sole dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan sasis insole berbahan foam EVA orthopedic yang mengikuti kontur kaki dan outsole rubber anti slip berpola kembangan dalam untuk traksi maksimal di batuan basah. Pilihan alternatif yang memberikan kaki Anda kesempatan untuk bernapas setelah seharian penuh terkurung di dalam sepatu gunung yang gerah. Sebagai salah satu rilisan unggulan, Quechua berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",348000,https://www.outdoorgear.id/produk/sandal-gunung-quechua-casual-outdoor-ergonomic-sole-prod-420,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-421,Jaket Columbia Softshell Gore-Tex,Columbia,Apparel/Outdoor,Jaket,"Produk Jaket Columbia Softshell Gore-Tex dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun dengan membran breathable tahan air (Gore-Tex technology) yang efektif mengusir angin malam pegunungan namun tetap membuang uap panas tubuh keluar dengan efisien. Desainnya yang trendi membuat jaket ini tetap cocok digunakan untuk aktivitas kasual sehari-hari maupun nongkrong di malam hari tanpa kehilangan fungsi teknisnya. Dengan memilih perlengkapan dari Columbia, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",281000,https://www.outdoorgear.id/produk/jaket-columbia-softshell-gore-tex-prod-421,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-422,Sleeping Bag Patagonia Bulu Angsa Polar,Patagonia,Equipment/Camping,Sleeping Bag,Produk Sleeping Bag Patagonia Bulu Angsa Polar dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Didesain dalam potongan model kepompong (mummy style) dilengkapi penutup kepala terintegrasi dengan tali serut untuk meminimalkan hilangnya panas tubuh lewat kepala. Dilengkapi dengan kantong kompresi khusus sehingga ukurannya bisa diperkecil secara signifikan saat dimasukkan ke dalam tas ransel. Produk original dari Patagonia ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,190000,https://www.outdoorgear.id/produk/sleeping-bag-patagonia-bulu-angsa-polar-prod-422,https://tse1.mm.bing.net/th/id/OIP.JAY4I_5esbYmuBARIgs1bAHaHa?pid=Api&P=0&h=180
PROD-423,Hammock Avtech Kapasitas 200kg Ultralight Nylon,Avtech,Equipment/Camping,Hammock,"Produk Hammock Avtech Kapasitas 200kg Ultralight Nylon dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan bahan ripstop nylon berpori yang sangat sejuk di kulit namun sangat kokoh, lengkap dengan sepasang tali webbing tubular tebal sepanjang 3 meter untuk instalasi cepat. Pilihan santai yang memberikan kenyamanan maksimal untuk menikmati pemandangan alam bebas dari atas pepohonan dengan keamanan yang sangat terjamin. Dengan memilih perlengkapan dari Avtech, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",203000,https://www.outdoorgear.id/produk/hammock-avtech-kapasitas-200kg-ultralight-nylon-prod-423,https://tse3.mm.bing.net/th/id/OIP.Suo0G0S-wmaFAIFpsKjWngHaHj?pid=Api&P=0&h=180
PROD-424,Sandal Gunung Columbia Sol Karet Grip Tali Webbing,Columbia,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Columbia Sol Karet Grip Tali Webbing dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi dengan anyaman tali webbing polyester yang kuat, cepat kering, serta sistem kuncian Velcro tiga titik yang dapat disesuaikan dengan volume kaki Anda. Pilihan alternatif yang memberikan kaki Anda kesempatan untuk bernapas setelah seharian penuh terkurung di dalam sepatu gunung yang gerah. Dengan memilih perlengkapan dari Columbia, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",304000,https://www.outdoorgear.id/produk/sandal-gunung-columbia-sol-karet-grip-tali-webbing-prod-424,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-425,Jaket Quechua Windbreaker Fleece,Quechua,Apparel/Outdoor,Jaket,"Produk Jaket Quechua Windbreaker Fleece dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi hoodie yang dapat disesuaikan dengan tali serut elastis, saku dalam tersembunyi untuk gadget, serta lapisan fleece lembut di bagian kerah untuk kenyamanan leher. Sangat ideal untuk menghadapi iklim pegunungan Indonesia yang lembab dan dingin, seperti di kawasan Dieng, Gunung Gede, atau Bromo. Dengan memilih perlengkapan dari Quechua, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",607000,https://www.outdoorgear.id/produk/jaket-quechua-windbreaker-fleece-prod-425,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-426,Sarung Tangan Marmot Gore-Tex Thermal Fleece,Marmot,Apparel/Outdoor,Sarung Tangan,"Produk Sarung Tangan Marmot Gore-Tex Thermal Fleece dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan material kain Polar Fleece ganda yang lembut di dalam dan Windstopper windproof di bagian luar untuk perlindungan total dari hawa dingin dini hari di puncak gunung. Bentuknya yang pas di tangan (*snug fit*) memberikan fleksibilitas penuh untuk memegang gelas kopi hangat, ritsleting tenda, ataupun peralatan camping lainnya. Produk original dari Marmot ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",186000,https://www.outdoorgear.id/produk/sarung-tangan-marmot-gore-tex-thermal-fleece-prod-426,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/3/15/431fe693-858b-4933-bd55-7b5fc2f24410.jpg
PROD-427,Hammock Deuter Kapasitas 200kg Parasut Sutra,Deuter,Equipment/Camping,Hammock,"Produk Hammock Deuter Kapasitas 200kg Parasut Sutra dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kain Parasut Sutra (High-Grade Nylon Parachute) berukuran luas yang dijahit dengan triple-stitch nylon thread untuk menjamin kekuatan menahan beban hingga 200 kg. Pilihan santai yang memberikan kenyamanan maksimal untuk menikmati pemandangan alam bebas dari atas pepohonan dengan keamanan yang sangat terjamin. Dengan memilih perlengkapan dari Deuter, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",189000,https://www.outdoorgear.id/produk/hammock-deuter-kapasitas-200kg-parasut-sutra-prod-427,https://tse3.mm.bing.net/th/id/OIP.Suo0G0S-wmaFAIFpsKjWngHaHj?pid=Api&P=0&h=180
PROD-428,Sandal Gunung Kalibre Casual Outdoor Sol Karet Grip,Kalibre,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Kalibre Casual Outdoor Sol Karet Grip dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi dengan anyaman tali webbing polyester yang kuat, cepat kering, serta sistem kuncian Velcro tiga titik yang dapat disesuaikan dengan volume kaki Anda. Sangat nyaman digunakan saat berada di basecamp, melakukan aktivitas susur sungai, atau trekking ringan dengan medan yang tidak terlalu ekstrem. Dengan memilih perlengkapan dari Kalibre, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",371000,https://www.outdoorgear.id/produk/sandal-gunung-kalibre-casual-outdoor-sol-karet-grip-prod-428,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-429,Jaket Patagonia Thermal Gore-Tex,Patagonia,Apparel/Outdoor,Jaket,"Produk Jaket Patagonia Thermal Gore-Tex dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan kombinasi bahan luar kain parasut windbreaker tahan angin dan lapisan insulasi bulu angsa (down feather) sintetis yang mampu menahan suhu dingin ekstrem hingga minus 5 derajat Celcius. Sangat ideal untuk menghadapi iklim pegunungan Indonesia yang lembab dan dingin, seperti di kawasan Dieng, Gunung Gede, atau Bromo. Produk original dari Patagonia ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",253000,https://www.outdoorgear.id/produk/jaket-patagonia-thermal-gore-tex-prod-429,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-430,Tas Carrier Rey Lightweight 45L,Rey,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Rey Lightweight 45L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi load-lifter strap untuk menyeimbangkan berat tas, sternum strap dengan peluit darurat, serta sudah termasuk rain cover waterproof terintegrasi di kantong bawah. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Produk original dari Rey ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",2203000,https://www.outdoorgear.id/produk/tas-carrier-rey-lightweight-45l-prod-430,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-431,Tracking Pole Deuter Carbon Light Flip Lock,Deuter,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Deuter Carbon Light Flip Lock dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari Aluminium Alloy 7075 dengan sistem pengunci tuas (Flip Lock) yang sangat cepat disetel jalurnya meski Anda sedang mengenakan sarung tangan tebal. Sangat membantu menjaga keseimbangan tubuh dan mengurangi beban tekanan pada lutut hingga 25% saat melewati turunan curam berbatu. Dengan memilih perlengkapan dari Deuter, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",177000,https://www.outdoorgear.id/produk/tracking-pole-deuter-carbon-light-flip-lock-prod-431,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-432,Sarung Tangan Quechua Thermal Fleece Windstopper,Quechua,Apparel/Outdoor,Sarung Tangan,"Produk Sarung Tangan Quechua Thermal Fleece Windstopper dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi sensor khusus di ujung jari jempol dan telunjuk (Touchscreen Friendly) yang memungkinkan Anda tetap mengoperasikan smartphone tanpa harus membuka sarung tangan. Pelindung vital untuk mencegah telapak tangan kaku akibat hipotermia, sangat disarankan dipakai dari waktu istirahat malam hari hingga tiba di puncak. Produk original dari Quechua ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",225000,https://www.outdoorgear.id/produk/sarung-tangan-quechua-thermal-fleece-windstopper-prod-432,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/3/15/431fe693-858b-4933-bd55-7b5fc2f24410.jpg
PROD-433,Sleeping Bag Marmot Glow in Dark Polar,Marmot,Equipment/Camping,Sleeping Bag,"Produk Sleeping Bag Marmot Glow in Dark Polar dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Didesain dalam potongan model kepompong (mummy style) dilengkapi penutup kepala terintegrasi dengan tali serut untuk meminimalkan hilangnya panas tubuh lewat kepala. Menjadi pelindung terakhir Anda dari dinginnya malam di ketinggian, memastikan Anda terbangun di pagi hari dengan tubuh segar dan siap melanjutkan perjalanan. Sebagai salah satu rilisan unggulan, Marmot berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",317000,https://www.outdoorgear.id/produk/sleeping-bag-marmot-glow-in-dark-polar-prod-433,https://tse1.mm.bing.net/th/id/OIP.JAY4I_5esbYmuBARIgs1bAHaHa?pid=Api&P=0&h=180
PROD-434,Sarung Tangan Consina Gore-Tex Touchscreen Friendly,Consina,Apparel/Outdoor,Sarung Tangan,"Produk Sarung Tangan Consina Gore-Tex Touchscreen Friendly dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi sensor khusus di ujung jari jempol dan telunjuk (Touchscreen Friendly) yang memungkinkan Anda tetap mengoperasikan smartphone tanpa harus membuka sarung tangan. Selain penahan dingin, sarung tangan ini juga berfungsi melindungi kulit tangan Anda dari gesekan duri semak atau goresan tebing batu yang tajam. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",229000,https://www.outdoorgear.id/produk/sarung-tangan-consina-gore-tex-touchscreen-friendly-prod-434,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/3/15/431fe693-858b-4933-bd55-7b5fc2f24410.jpg
PROD-435,Celana Eiger Quickdry Cargo,Eiger,Apparel/Outdoor,Celana,"Produk Celana Eiger Quickdry Cargo dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari kain Stretch Nylon Quick-dry yang melar ke 4 arah, memberikan kebebasan bergerak tanpa batas saat mendaki tebing atau melewati jalur curam. Sangat direkomendasikan untuk pendakian teknis yang membutuhkan banyak gerakan fisik berat seperti melewati semak belukar atau memanjat tebing berbatu. Dengan memilih perlengkapan dari Eiger, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",342000,https://www.outdoorgear.id/produk/celana-eiger-quickdry-cargo-prod-435,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-436,Tenda Avtech Ultralight Rod Dome,Avtech,Equipment/Camping,Tenda,"Produk Tenda Avtech Ultralight Rod Dome dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi double-layer dengan flysheet Polyester 210T ber-coating polyurethane tahan air 3000mm serta lantai tenda berbahan terpal Oxford super tebal anti rembes. Kemudahan instalasinya (user-friendly setup) membuat tenda ini dapat didirikan dengan cepat dalam waktu kurang dari 10 menit oleh dua orang. Dengan memilih perlengkapan dari Avtech, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",2621000,https://www.outdoorgear.id/produk/tenda-avtech-ultralight-rod-dome-prod-436,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-437,Celana Avtech Water-repellent Quickdry,Avtech,Apparel/Outdoor,Celana,"Produk Celana Avtech Water-repellent Quickdry dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari kain Stretch Nylon Quick-dry yang melar ke 4 arah, memberikan kebebasan bergerak tanpa batas saat mendaki tebing atau melewati jalur curam. Sangat direkomendasikan untuk pendakian teknis yang membutuhkan banyak gerakan fisik berat seperti melewati semak belukar atau memanjat tebing berbatu. Produk original dari Avtech ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",366000,https://www.outdoorgear.id/produk/celana-avtech-water-repellent-quickdry-prod-437,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-438,CooKing Set Kalibre Anodized Hard Teflon Anti Lengket,Kalibre,Equipment/Cooking,CooKing Set,"Produk CooKing Set Kalibre Anodized Hard Teflon Anti Lengket dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Hard-Anodized Aluminium yang sangat ringan, menghantarkan panas secara merata, bebas racun, serta sangat mudah dibersihkan dari sisa minyak masakan. Materialnya yang kokoh menjamin daya tahan tinggi terhadap paparan api kompor gas portable, menjadikannya gear wajib pendakian berulang kali. Sebagai salah satu rilisan unggulan, Kalibre berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",214000,https://www.outdoorgear.id/produk/cooking-set-kalibre-anodized-hard-teflon-anti-lengket-prod-438,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-439,Tracking Pole Eiger Teleskopik 3 Section Flip Lock,Eiger,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Eiger Teleskopik 3 Section Flip Lock dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi mekanisme anti-shock peredam getaran internal dan grip berbahan busa EVA ergonomis yang menyerap keringat, mencegah tangan lecet selama perjalanan panjang. Mudah disesuaikan panjangnya untuk berbagai postur tubuh pendaki, menjadikannya investasi peralatan outdoor jangka panjang yang sangat fungsional. Produk original dari Eiger ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",324000,https://www.outdoorgear.id/produk/tracking-pole-eiger-teleskopik-3-section-flip-lock-prod-439,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
